     a                  b                  c                   d               e                f
    0.002497         0.007754         -0.000932          -0.27439         0.365854         -0.548781
    0.000045         -0.005711         0.000036          -0.945122         0.27439         -1.036585
    0.0057         -0.01492         -0.001339          -0.823171         0.243902         -1.036585
    0.000458         -0.010764         -0.00068          -0.335366         0.243902         -0.609756
    -0.001         -0.002752         0.007464          0.518293         0.304878         -0.548781
    0.003887         0.003462         0.006947          -0.396341         0.365854         -0.548781
    -0.000601         0.001793         -0.002645          -1.036585         0.457317         -0.579268
    -0.003606         0.005536         0.000813          -0.335366         0.243902         -0.70122
    -0.000346         0.005991         0.001627          0.060976         0.182927         -0.609756
    -0.000667         0.005574         0.002474          0.182927         0.213415         -0.579268
    -0.002096         -0.000228         -0.002513          0.365854         0.243902         -0.823171
    -0.000115         -0.003893         -0.006112          -0.091463         0.213415         -0.914634
    0.000494         -0.007412         -0.003718          -0.243902         0.091463         -0.853659
    0.001567         -0.002218         0.004057          -0.152439         0.030488         -0.365854
    0.001254         0.001155         0.003246          -0.091463         0.152439         -0.182927
    0.000027         0.008932         0.004745          0.27439         0.27439         -0.213415
    -0.00076         0.00363         0.000866          0.152439         0.457317         -0.457317
    -0.000413         0.005638         -0.006729          -0.518293         0.365854         -0.426829
    -0.000525         -0.001739         -0.004992          -0.182927         0.152439         -0.518293
    0.001142         -0.002563         0.004404          0.27439         0         -0.365854
    0.004429         -0.004785         0.007625          -0.121951         0.030488         -0.182927
    -0.000363         0.002227         0.000436          0.091463         0.243902         0.030488
    -0.001462         0.003149         0.000739          0.426829         0.243902         0.030488
    -0.00449         0.005644         0.000787          0         0.091463         -0.121951
    -0.004178         0.002562         -0.002105          -0.182927         0.091463         -0.182927
    -0.000217         -0.004591         0.00066          -0.304878         0.152439         -0.182927
    0.000998         -0.003478         0.003848          0.27439         0.182927         0.030488
